ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,ProtoForm,ProtoSet,APBM,BasicVocabulary,Morphemes
Muinane-207_egg-1,,Muinane,207_egg,ííjɨ,ííjɨ,!í/i !í/i j ɨ,,Seifart2015,209,,^ í í j ɨ $,Muinane,*iiʔɨ,268,,"Leipzig-Jakarta, Swadesh",[]
PBoM-208_horn-1,,PBoM,208_horn,-ttu,-ttu,+ t t u,,Seifart2015,210,,^ - t t u $,PBoM,-ttu,269,"*(óka)-(x)ítto, (iyáábetto)","Leipzig-Jakarta, Swadesh",[]
Bora-208_horn-1,,Bora,208_horn,-htʰo,-htʰo,+ h tʰ o,,Seifart2015,210,,^ - h tʰ o $,Bora,-ttu,269,,"Leipzig-Jakarta, Swadesh",[]
Muinane-208_horn-1,,Muinane,208_horn,íttu,íttu,!í/i t t u,Note: see 462,Seifart2015,210,,^ í t t u $,Muinane,-ttu,269,,"Leipzig-Jakarta, Swadesh",[]
PBoM-209_feather-1,,PBoM,209_feather,i-hee-no,i-hee-no,i + h e e + n o,,Seifart2015,211,,^ i - h e e - n o $,PBoM,*i-hee-no,270,*ɨ́xɨɨ-ne {243},Swadesh,[]
Bora-209_feather-1,,Bora,209_feather,ɨ́ʔhɨne,ɨ́ʔhɨne,!ɨ́/ɨ ʔ h ɨ n e,,Seifart2015,211,,^ ɨ́ ʔ h ɨ n e $,Bora,*i-hee-no,270,,Swadesh,[]
Muinane-209_feather-1,,Muinane,209_feather,íhéene,íhéene,!í/i h !é/e e n e,"Note =243,316, see 10",Seifart2015,211,,^ í h é e n e $,Muinane,*i-hee-no,270,,Swadesh,[]
PBoM-210_claw-1,,PBoM,210_claw,ʔutʦe-gai-meeʔu,ʔutʦe-gai-meeʔu,ʔ u t ts e + g a i + m e e ʔ u,,Seifart2015,212,,^ ʔ u t ʦ e - g a i - m e e ʔ u $,PBoM,*ʔutʦe-gai-meeʔu,271,"*(mé)-ʔótʦɨ́-gai-mɨ́ɨʔo, *(aʦi)-ʔótʦɨ́-gai-mɨ́ɨʔo",Swadesh,[]
Bora-210_claw-1,,Bora,210_claw,ʔóhʦʰɨ́-kʷa-mɨ́ɨ́ʔo,ʔóhʦʰɨ́-kʷa-mɨ́ɨ́ʔo,ʔ !ó/o h tsʰ !ɨ́/ɨ + kʷ a + m !ɨ́/ɨ !ɨ́/ɨ ʔ o,,Seifart2015,212,,^ ʔ ó h ʦʰ ɨ́ - kʷ a - m ɨ́ ɨ́ ʔ o $,Bora,*ʔutʦe-gai-meeʔu,271,,Swadesh,['hand-cl:plank-cl:shell']
Muinane-210_claw-1,,Muinane,210_claw,asi-ʔúsé-gai-méeʔu,asi-ʔúsé-gai-méeʔu,a s i + ʔ !ú/u s !é/e + g a i + m !é/e e ʔ u,,Seifart2015,212,,^ a s i - ʔ ú s é - g a i - m é e ʔ u $,Muinane,*ʔutʦe-gai-meeʔu,271,,Swadesh,['animal-hand-cl:plank-cl:shell']
PBoM-211_belly-1,,PBoM,211_belly,iiʔba,iiʔba,i i ʔ b a,,Seifart2015,213,,^ i i ʔ b a $,PBoM,*iiʔba,272,"*(mé)-íiʔbá(ɯ), (xɯ́ɨbɯɯ) {244}",Swadesh,[]
Bora-211_belly-1,,Bora,211_belly,íʔpáɯ,íʔpáɯ,!í/i ʔ p !á/a ɯ,,Seifart2015,213,,^ í ʔ p á ɯ $,Bora,*iiʔba,272,,Swadesh,[]
Muinane-211_belly-1,,Muinane,211_belly,íiba,íiba,!í/i i b a,"Note =16,244,245",Seifart2015,213,,^ í i b a $,Muinane,*iiʔba,272,,Swadesh,[]
PBoM-212_liver-1,,PBoM,212_liver,iʔganoo,iʔganoo,i ʔ g a n o o,,Seifart2015,214,,^ i ʔ g a n o o $,PBoM,*iʔganoo,273,*(mé)-íʔgá-neé,"Leipzig-Jakarta, Swadesh",[]
Bora-212_liver-1,,Bora,212_liver,íʔkʷáneé,íʔkʷáneé,!í/i ʔ kʷ !á/a n e !é/e,,Seifart2015,214,,^ í ʔ kʷ á n e é $,Bora,*iʔganoo,273,,"Leipzig-Jakarta, Swadesh",[]
Muinane-212_liver-1,,Muinane,212_liver,ígano,ígano,!í/i g a n o,,Seifart2015,214,,^ í g a n o $,Muinane,*iʔganoo,273,,"Leipzig-Jakarta, Swadesh",[]
PBoM-213_drink-1,,PBoM,213_drink,adu,adu,a d u,,Seifart2015,215,,^ a d u $,PBoM,*adu,274,"*ado {231}, (ádɯkɯ́nɯ)","Leipzig-Jakarta, Swadesh",[]
Bora-213_drink-1,,Bora,213_drink,ato,ato,a t o,,Seifart2015,215,,^ a t o $,Bora,*adu,274,,"Leipzig-Jakarta, Swadesh",[]
Muinane-213_drink-1,,Muinane,213_drink,ádu-,ádu-,!á/a d u +,Note: see 231,Seifart2015,215,,^ á d u - $,Muinane,*adu,274,,"Leipzig-Jakarta, Swadesh",[]
PBoM-214_eatnonmeat-1,,PBoM,214_eatnonmeat,maʧʧu,maʧʧu,m a tʃ tʃ u,,Seifart2015,216,,^ m a ʧ ʧ u $,PBoM,*maʧʧu,275,"*doó-(ʔi) {meat}, *geéne {fruit}, *maččo {164}","Leipzig-Jakarta, Swadesh",[]
Bora-214_eatnonmeat-1,,Bora,214_eatnonmeat,mahʧʰoó,mahʧʰoó,m a h tʃʰ o !ó/o,,Seifart2015,216,,^ m a h ʧʰ o ó $,Bora,*maʧʧu,275,,"Leipzig-Jakarta, Swadesh",[]
Muinane-214_eatnonmeat-1,,Muinane,214_eatnonmeat,maʧʧú,maʧʧú,m a tʃ tʃ !ú/u,Note =230,Seifart2015,216,,^ m a ʧ ʧ ú $,Muinane,*maʧʧu,275,,"Leipzig-Jakarta, Swadesh",[]
PBoM-215_bite-1,,PBoM,215_bite,eeʔdu-,eeʔdu-,e e ʔ d u +,,Seifart2015,217,,^ e e ʔ d u - $,PBoM,*eeʔdu-,276,"*ɨɨʔdo, (dɨgɯ́kkɯ), (denókko), (dɨ́geʔxɯ́kɯ)","Leipzig-Jakarta, Swadesh",[]
Bora-215_bite-1,,Bora,215_bite,ɨʔto,ɨʔto,ɨ ʔ t o,,Seifart2015,217,,^ ɨ ʔ t o $,Bora,*eeʔdu-,276,,"Leipzig-Jakarta, Swadesh",[]
Muinane-215_bite-1,,Muinane,215_bite,éédu-,éédu-,!é/e !é/e d u +,,Seifart2015,217,,^ é é d u - $,Muinane,*eeʔdu-,276,,"Leipzig-Jakarta, Swadesh",[]
PBoM-216_see-1,,PBoM,216_see,aittɨme,aittɨme,a i t t ɨ m e,,Seifart2015,218,,^ a i t t ɨ m e $,PBoM,*aittɨme,277,"*aittɯ́mɨ(ɨɨ́té), (mɨ́ɨkkɯ), (dɯ́xɯɯ́), (ɯɯ́xe)","Leipzig-Jakarta, Swadesh",[]
Bora-216_see-1,,Bora,216_see,ahtʰʲɯ́mɨ,ahtʰʲɯ́mɨ,a h tʰʲ !ɯ́/ɯ m ɨ,,Seifart2015,218,,^ a h tʰʲ ɯ́ m ɨ $,Bora,*aittɨme,277,,"Leipzig-Jakarta, Swadesh",[]
Muinane-216_see-1,,Muinane,216_see,áttʲɨ́me-,áttʲɨ́me-,!á/a t tʲ !ɨ́/ɨ m e +,Note cf. 450,Seifart2015,218,,^ á t tʲ ɨ́ m e - $,Muinane,*aittɨme,277,,"Leipzig-Jakarta, Swadesh",[]
PBoM-217_hear-1,,PBoM,217_hear,goobu-,goobu-,g o o b u +,,Seifart2015,219,,^ g o o b u - $,PBoM,*goobu-,278,"*geébo, (…)","Leipzig-Jakarta, Swadesh",[]
Bora-217_hear-1,,Bora,217_hear,ʧeépo,ʧeépo,tʃ e !é/e p o,,Seifart2015,219,,^ ʧ e é p o $,Bora,*goobu-,278,,"Leipzig-Jakarta, Swadesh",[]
Muinane-217_hear-1,,Muinane,217_hear,gúúbu-,gúúbu-,g !ú/u !ú/u b u +,,Seifart2015,219,,^ g ú ú b u - $,Muinane,*goobu-,278,,"Leipzig-Jakarta, Swadesh",[]
PBoM-218_know-1,,PBoM,218_know,gaaha,gaaha,g a a h a,,Seifart2015,220,,^ g a a h a $,PBoM,*gaaha,279,"*gaaxá(kɯ), (piiβéte)","Leipzig-Jakarta, Swadesh",[]
Bora-218_know-1,,Bora,218_know,kʷaahákʰɯ,kʷaahákʰɯ,kʷ a a h !á/a kʰ ɯ,,Seifart2015,220,,^ kʷ a a h á kʰ ɯ $,Bora,*gaaha,279,,"Leipzig-Jakarta, Swadesh",[]
Muinane-218_know-1,,Muinane,218_know,gááha-,gááha-,g !á/a !á/a h a +,,Seifart2015,220,,^ g á á h a - $,Muinane,*gaaha,279,,"Leipzig-Jakarta, Swadesh",[]
PBoM-219_sleep-1,,PBoM,219_sleep,kɨga,kɨga,k ɨ g a,,Seifart2015,221,,^ k ɨ g a $,PBoM,*kɨga,280,*kɯga,Swadesh,[]
Bora-219_sleep-1,,Bora,219_sleep,kʰɯkʷa,kʰɯkʷa,kʰ ɯ kʷ a,,Seifart2015,221,,^ kʰ ɯ kʷ a $,Bora,*kɨga,280,,Swadesh,[]
Muinane-219_sleep-1,,Muinane,219_sleep,kɨ́ga-,kɨ́ga-,k !ɨ́/ɨ g a +,"Note =79, 81, 232",Seifart2015,221,,^ k ɨ́ g a - $,Muinane,*kɨga,280,,Swadesh,[]
PBoM-220_die-1,,PBoM,220_die,gihe-βo,gihe-βo,g i h e + β o,,Seifart2015,222,,^ g i h e - β o $,PBoM,*gihe-βo,281,"*gɨxɨ́-βe, (čééme), (…)",Swadesh,[]
Bora-220_die-1,,Bora,220_die,ʦɨhɨ́-βe,ʦɨhɨ́-βe,ts ɨ h !ɨ́/ɨ + β e,,Seifart2015,222,,^ ʦ ɨ h ɨ́ - β e $,Bora,*gihe-βo,281,,Swadesh,['death-vblz']
Muinane-220_die-1,,Muinane,220_die,gíhé-βe-ʔi,gíhé-βe-ʔi,g !í/i h !é/e + β e + ʔ i,,Seifart2015,222,,^ g í h é - β e - ʔ i $,Muinane,*gihe-βo,281,,Swadesh,['death-vblz']
PBoM-221_kill-1,,PBoM,221_kill,gɨhe-βo-ʦu,gɨhe-βo-ʦu,g ɨ h e + β o + ts u,,Seifart2015,223,,^ g ɨ h e - β o - ʦ u $,PBoM,*gɨhe-βo-ʦu,282,"*gɨ́xɨ-βé-ʦo, *gɨ́xɨ-(nɯ), (gáikkáao), (gáiɯɯʔáro), (…)",,[]
Bora-221_kill-1,,Bora,221_kill,ʦɨ́hɨ-βé-ʦʰo,ʦɨ́hɨ-βé-ʦʰo,ts !ɨ́/ɨ h ɨ + β !é/e + tsʰ o,,Seifart2015,223,,^ ʦ ɨ́ h ɨ - β é - ʦʰ o $,Bora,*gɨhe-βo-ʦu,282,,,['dead-vblz-caus']
Muinane-221_kill-1,,Muinane,221_kill,gíhéβesu-ʔi,gíhéβesu-ʔi,g !í/i h !é/e β e s u + ʔ i,,Seifart2015,223,,^ g í h é β e s u - ʔ i $,Muinane,*gɨhe-βo-ʦu,282,,,['dead-vblz-caus']
PBoM-222_swim-1,,PBoM,222_swim,iʦʦi,iʦʦi,i ts ts i,,Seifart2015,224,,^ i ʦ ʦ i $,PBoM,*iʦʦi,283,*itʦi,Swadesh,[]
Bora-222_swim-1,,Bora,222_swim,ihʧʰi,ihʧʰi,i h tʃʰ i,,Seifart2015,224,,^ i h ʧʰ i $,Bora,*iʦʦi,283,,Swadesh,[]
Muinane-222_swim-1,,Muinane,222_swim,ísi-,ísi-,!í/i s i +,,Seifart2015,224,,^ í s i - $,Muinane,*iʦʦi,283,,Swadesh,[]
PBoM-223_fly-1,,PBoM,223_fly,gaʔpo,gaʔpo,g a ʔ p o,,Seifart2015,225,,^ g a ʔ p o $,PBoM,*gaʔpo,284,"*gaʔape, (gaaméne)","Leipzig-Jakarta, Swadesh",[]
Bora-223_fly-1,,Bora,223_fly,kʷaʔpʰe,kʷaʔpʰe,kʷ a ʔ pʰ e,,Seifart2015,225,,^ kʷ a ʔ pʰ e $,Bora,*gaʔpo,284,,"Leipzig-Jakarta, Swadesh",[]
Muinane-223_fly-1,,Muinane,223_fly,gáʔáɸe-ʔi,gáʔáɸe-ʔi,g !á/a ʔ !á/a ɸ e + ʔ i,,Seifart2015,225,,^ g á ʔ á ɸ e - ʔ i $,Muinane,*gaʔpo,284,,"Leipzig-Jakarta, Swadesh",[]
PBoM-224_walk-1,,PBoM,224_walk,"ɨgo, poo",ɨgo,ɨ g o,,Seifart2015,226,,^ ɨ g o $,PBoM,"*ɨgo, *poo",285,"*ɯge, (tadɯ́ʔkɯ), (rixákko), (peé)",Swadesh,[]
PBoM-224_walk-2,,PBoM,224_walk,"ɨgo, poo",poo,p o o,,Seifart2015,226,,^ p o o $,PBoM,"*ɨgo, *poo",285,"*ɯge, (tadɯ́ʔkɯ), (rixákko), (peé)",Swadesh,[]
Bora-224_walk-1,,Bora,224_walk,"ɯʧe, pʰeé",ɯʧe,ɯ tʃ e,,Seifart2015,226,,^ ɯ ʧ e $,Bora,"*ɨgo, *poo",285,,Swadesh,[]
Bora-224_walk-2,,Bora,224_walk,"ɯʧe, pʰeé",pʰeé,pʰ e !é/e,,Seifart2015,226,,^ pʰ e é $,Bora,"*ɨgo, *poo",285,,Swadesh,[]
Muinane-224_walk-1,,Muinane,224_walk,"ɨ́ge-ʔi, ɸée-ʔi",ɨ́ge-ʔi,!ɨ́/ɨ g e + ʔ i,,Seifart2015,226,,^ ɨ́ g e - ʔ i $,Muinane,"*ɨgo, *poo",285,,Swadesh,"['go,', 'ɸúu-ʔi']"
Muinane-224_walk-2,,Muinane,224_walk,"ɨ́ge-ʔi, ɸée-ʔi",ɸée-ʔi,ɸ !é/e e + ʔ i,,Seifart2015,226,,^ ɸ é e - ʔ i $,Muinane,"*ɨgo, *poo",285,,Swadesh,"['go,', 'ɸúu-ʔi']"
PBoM-225_come-1,,PBoM,225_come,ʦaa-,ʦaa-,ts a a +,,Seifart2015,227,,^ ʦ a a - $,PBoM,*ʦaa-,286,"*ʦaá-(pé), (náʔxɨʔe)","Leipzig-Jakarta, Swadesh",[]
Bora-225_come-1,,Bora,225_come,ʦʰaá,ʦʰaá,tsʰ a !á/a,,Seifart2015,227,,^ ʦʰ a á $,Bora,*ʦaa-,286,,"Leipzig-Jakarta, Swadesh",[]
Muinane-225_come-1,,Muinane,225_come,sáá-ʔi,sáá-ʔi,s !á/a !á/a + ʔ i,,Seifart2015,227,,^ s á á - ʔ i $,Muinane,*ʦaa-,286,,"Leipzig-Jakarta, Swadesh",[]
PBoM-226_give-1,,PBoM,226_give,akkɨ,akkɨ,a k k ɨ,,Seifart2015,228,,^ a k k ɨ $,PBoM,*akkɨ,290,"*akkɯ, (éxekkáǰo, éxekkáigo)","Leipzig-Jakarta, Swadesh",[]
Bora-226_give-1,,Bora,226_give,ahkʰɯ,ahkʰɯ,a h kʰ ɯ,,Seifart2015,228,,^ a h kʰ ɯ $,Bora,*akkɨ,290,,"Leipzig-Jakarta, Swadesh",[]
Muinane-226_give-1,,Muinane,226_give,ákkɨ-ʔi,ákkɨ-ʔi,!á/a k k ɨ + ʔ i,,Seifart2015,228,,^ á k k ɨ - ʔ i $,Muinane,*akkɨ,290,,"Leipzig-Jakarta, Swadesh",[]
PBoM-227_say-1,,PBoM,227_say,"hɨɨb()go,noo",hɨɨbgo,h ɨ ɨ b g o,,Seifart2015,229,,^ h ɨ ɨ b g o $,PBoM,"*hɨɨb()go,*noo",291,"*xɯɯb(ái)ge, *neé, (iʔxɯ́βa)","Leipzig-Jakarta, Swadesh",[]
PBoM-227_say-2,,PBoM,227_say,"hɨɨb()go,noo",noo,n o o,,Seifart2015,229,,^ n o o $,PBoM,"*hɨɨb()go,*noo",291,"*xɯɯb(ái)ge, *neé, (iʔxɯ́βa)","Leipzig-Jakarta, Swadesh",[]
Bora-227_say-1,,Bora,227_say,"ɯɯpáʧe, neé",ɯɯpáʧe,ɯ ɯ p !á/a tʃ e,,Seifart2015,229,,^ ɯ ɯ p á ʧ e $,Bora,"*hɨɨb()go,*noo",291,,"Leipzig-Jakarta, Swadesh",[]
Bora-227_say-2,,Bora,227_say,"ɯɯpáʧe, neé",neé,n e !é/e,,Seifart2015,229,,^ n e é $,Bora,"*hɨɨb()go,*noo",291,,"Leipzig-Jakarta, Swadesh",[]
Muinane-227_say-1,,Muinane,227_say,"hɨ́ɨ́bege-ʔi, néé-ʔi",hɨ́ɨ́bege-ʔi,h !ɨ́/ɨ !ɨ́/ɨ b e g e + ʔ i,,Seifart2015,229,,^ h ɨ́ ɨ́ b e g e - ʔ i $,Muinane,"*hɨɨb()go,*noo",291,,"Leipzig-Jakarta, Swadesh",[]
Muinane-227_say-2,,Muinane,227_say,"hɨ́ɨ́bege-ʔi, néé-ʔi",néé-ʔi,n !é/e !é/e + ʔ i,,Seifart2015,229,,^ n é é - ʔ i $,Muinane,"*hɨɨb()go,*noo",291,,"Leipzig-Jakarta, Swadesh",[]
PBoM-228_mountain-1,,PBoM,228_mountain,"gahɨɨ,baaɨɨ",gahɨɨ,g a h ɨ ɨ,,Seifart2015,230,,^ g a h ɨ ɨ $,PBoM,"*gahɨɨ,*baaɨɨ",293,"*gáxɯɯ́, *káme-(βo)-gáxɯ, *báaɯɯ́, *káme-(βo)-ʔbáaɯ {151}",Swadesh,[]
PBoM-228_mountain-2,,PBoM,228_mountain,"gahɨɨ,baaɨɨ",baaɨɨ,b a a ɨ ɨ,,Seifart2015,230,,^ b a a ɨ ɨ $,PBoM,"*gahɨɨ,*baaɨɨ",293,"*gáxɯɯ́, *káme-(βo)-gáxɯ, *báaɯɯ́, *káme-(βo)-ʔbáaɯ {151}",Swadesh,[]
Bora-228_mountain-1,,Bora,228_mountain,"kʷáhɯɯ́, páɯɯ́",kʷáhɯɯ́,kʷ !á/a h ɯ !ɯ́/ɯ,,Seifart2015,230,,^ kʷ á h ɯ ɯ́ $,Bora,"*gahɨɨ,*baaɨɨ",293,,Swadesh,[]
Bora-228_mountain-2,,Bora,228_mountain,"kʷáhɯɯ́, páɯɯ́",páɯɯ́,p !á/a ɯ !ɯ́/ɯ,,Seifart2015,230,,^ p á ɯ ɯ́ $,Bora,"*gahɨɨ,*baaɨɨ",293,,Swadesh,[]
Muinane-228_mountain-1,,Muinane,228_mountain,"gáhɨ, báaɨ",gáhɨ,g !á/a h ɨ,Note: see 151,Seifart2015,230,,^ g á h ɨ $,Muinane,"*gahɨɨ,*baaɨɨ",293,,Swadesh,[]
Muinane-228_mountain-2,,Muinane,228_mountain,"gáhɨ, báaɨ",báaɨ,b !á/a a ɨ,Note: see 151,Seifart2015,230,,^ b á a ɨ $,Muinane,"*gahɨɨ,*baaɨɨ",293,,Swadesh,[]
PBoM-229_red-1,,PBoM,229_red,tɨ-ppai-no,tɨ-ppai-no,t ɨ + p p a i + n o,,Seifart2015,231,,^ t ɨ - p p a i - n o $,PBoM,*tɨ-ppai-no,294,"*tɯ́-ppai-ne {33,266}","Leipzig-Jakarta, Swadesh",[]
Bora-229_red-1,,Bora,229_red,tʰɯ́-hpʰa-ɲe,tʰɯ́-hpʰa-ɲe,tʰ !ɯ́/ɯ + h pʰ a + ɲ e,"see 33,26’",Seifart2015,231,,^ tʰ ɯ́ - h pʰ a - ɲ e $,Bora,*tɨ-ppai-no,294,,"Leipzig-Jakarta, Swadesh",['red-liquid-inan']
Muinane-229_red-1,,Muinane,229_red,tɨ́-ɸai-ɲo,tɨ́-ɸai-ɲo,t !ɨ́/ɨ + ɸ a i + ɲ o,"see 33,26’",Seifart2015,231,,^ t ɨ́ - ɸ a i - ɲ o $,Muinane,*tɨ-ppai-no,294,,"Leipzig-Jakarta, Swadesh",[]
PBoM-230_green-1,,PBoM,230_green,aittɨβa,aittɨβa,a i t t ɨ β a,,Seifart2015,232,,^ a i t t ɨ β a $,PBoM,*aittɨβa,295,*aittɯ́βá-ne,Swadesh,[]
Bora-230_green-1,,Bora,230_green,ahtʰʲɯ́βa,ahtʰʲɯ́βa,a h tʰʲ !ɯ́/ɯ β a,,Seifart2015,232,,^ a h tʰʲ ɯ́ β a $,Bora,*aittɨβa,295,,Swadesh,[]
Muinane-230_green-1,,Muinane,230_green,attʲɨ́βa-no,attʲɨ́βa-no,a t tʲ !ɨ́/ɨ β a + n o,,Seifart2015,232,,^ a t tʲ ɨ́ β a - n o $,Muinane,*aittɨβa,295,,Swadesh,[]
PBoM-231_yellow-1,,PBoM,231_yellow,gi(),gi,g i,,Seifart2015,233,,^ g i $,PBoM,*gi(),296,"*gíí(-giβa)-ne, *gí(-kká)-ne-(ɯ́βɯ)",Swadesh,[]
Bora-231_yellow-1,,Bora,231_yellow,ʧíhkʰʲáneɯ́βɯ́,ʧíhkʰʲáneɯ́βɯ́,tʃ !í/i h kʰʲ !á/a n e !ɯ́/ɯ β !ɯ́/ɯ,,Seifart2015,233,,^ ʧ í h kʰʲ á n e ɯ́ β ɯ́ $,Bora,*gi(),296,,Swadesh,[]
Muinane-231_yellow-1,,Muinane,231_yellow,gíígiβano,gíígiβano,g !í/i !í/i g i β a n o,,Seifart2015,233,,^ g í í g i β a n o $,Muinane,*gi(),296,,Swadesh,[]
PBoM-346_full-1,,PBoM,346_full,gaʔpo,gaʔpo,g a ʔ p o,,Seifart2015,234,,^ g a ʔ p o $,PBoM,*gaʔpo,297,"*gaʔape-né, *(ʦane) gáʔap(é) (k)kɯnɯ́-né, (gáíttóokɯ)",Swadesh,[]
Bora-346_full-1,,Bora,346_full,kʷaʔpʰe,kʷaʔpʰe,kʷ a ʔ pʰ e,,Seifart2015,234,,^ kʷ a ʔ pʰ e $,Bora,*gaʔpo,297,,Swadesh,[]
Muinane-346_full-1,,Muinane,346_full,gáʔáɸo-no,gáʔáɸo-no,g !á/a ʔ !á/a ɸ o + n o,Note =471,Seifart2015,234,,^ g á ʔ á ɸ o - n o $,Muinane,*gaʔpo,297,,Swadesh,[]
PBoM-233_new-1,,PBoM,233_new,boʔ-no,boʔ-no,b o ʔ + n o,,Seifart2015,235,,^ b o ʔ - n o $,PBoM,*boʔ-no,298,*béʔe-ne,"Leipzig-Jakarta, Swadesh",[]
Bora-233_new-1,,Bora,233_new,péʔ-ne,péʔ-ne,p !é/e ʔ + n e,,Seifart2015,235,,^ p é ʔ - n e $,Bora,*boʔ-no,298,,"Leipzig-Jakarta, Swadesh",[]
Muinane-233_new-1,,Muinane,233_new,bóʔo-no,bóʔo-no,b !ó/o ʔ o + n o,,Seifart2015,235,,^ b ó ʔ o - n o $,Muinane,*boʔ-no,298,,"Leipzig-Jakarta, Swadesh",[]
PBoM-234_name-1,,PBoM,234_name,momo,momo,m o m o,,Seifart2015,236,,^ m o m o $,PBoM,*momo,301,*meme,"Leipzig-Jakarta, Swadesh",[]
Bora-234_name-1,,Bora,234_name,meme,meme,m e m e,,Seifart2015,236,,^ m e m e $,Bora,*momo,301,,"Leipzig-Jakarta, Swadesh",[]
Muinane-234_name-1,,Muinane,234_name,mómo,mómo,m !ó/o m o,,Seifart2015,236,,^ m ó m o $,Muinane,*momo,301,,"Leipzig-Jakarta, Swadesh",[]
PBoM-235_how-1,,PBoM,235_how,mɨʔ()ɨ,mɨʔɨ,m ɨ ʔ ɨ,,Seifart2015,237,,^ m ɨ ʔ ɨ $,PBoM,*mɨʔ()ɨ,302,"*mɯʔ(ǰ)ɯ, *mɯʔ(d)ɯ, (kébádɯ)",,[]
Bora-235_how-1,,Bora,235_how,mɯʔtɯ,mɯʔtɯ,m ɯ ʔ t ɯ,,Seifart2015,237,,^ m ɯ ʔ t ɯ $,Bora,*mɨʔ()ɨ,302,,,[]
Muinane-235_how-1,,Muinane,235_how,mɨ́ʤɨ,mɨ́ʤɨ,m !ɨ́/ɨ dʒ ɨ,,Seifart2015,237,,^ m ɨ́ ʤ ɨ $,Muinane,*mɨʔ()ɨ,302,,,[]
PBoM-236_here-1,,PBoM,236_here,hi-noo-ri,hi-noo-ri,h i + n o o + r i,,Seifart2015,238,,^ h i - n o o - r i $,PBoM,*hi-noo-ri,305,"*(xóó-ga-βɯ), (ximáine), (íígeé), (íʦii, íčii), *xíneé-ri, *xíneé-(βɯ)",,[]
Bora-236_here-1,,Bora,236_here,í-ɲeé-ri,í-ɲeé-ri,!í/i + ɲ e !é/e + r i,,Seifart2015,238,,^ í - ɲ e é - r i $,Bora,*hi-noo-ri,305,,,['here-inan-loc']
Muinane-236_here-1,,Muinane,236_here,hi-néé-ri,hi-néé-ri,h i + n !é/e !é/e + r i,,Seifart2015,238,,^ h i - n é é - r i $,Muinane,*hi-noo-ri,305,,,[]
PBoM-237_there-1,,PBoM,237_there,oo-no,oo-no,o o + n o,,Seifart2015,239,,^ o o - n o $,PBoM,*oo-no,306,"(xaʔɯ), (taʔɯ), (eene), (omaina), (eʔ-gee), (éʔ-ʦíií), (té-ʦii), (téʔɯge)",,[]
Bora-237_there-1,,Bora,237_there,éé-ne,éé-ne,!é/e !é/e + n e,,Seifart2015,239,,^ é é - n e $,Bora,*oo-no,306,,,['there-inan']
Muinane-237_there-1,,Muinane,237_there,óó-no,óó-no,!ó/o !ó/o + n o,,Seifart2015,239,,^ ó ó - n o $,Muinane,*oo-no,306,,,[]
PBoM-238_other-1,,PBoM,238_other,ʦi-ppi,ʦi-ppi,ts i + p p i,,Seifart2015,240,,^ ʦ i - p p i $,PBoM,*ʦi-ppi,307,"*ʦi-ppi {masc}, *ʦí-(ppi-ge), *ʦií-(ne), *ʦi-",,[]
Bora-238_other-1,,Bora,238_other,ʦʰi-hpʰi,ʦʰi-hpʰi,tsʰ i + h pʰ i,,Seifart2015,240,,^ ʦʰ i - h pʰ i $,Bora,*ʦi-ppi,307,,,['other-masc.sg']
Muinane-238_other-1,,Muinane,238_other,sí-ɸi,sí-ɸi,s !í/i + ɸ i,,Seifart2015,240,,^ s í - ɸ i $,Muinane,*ʦi-ppi,307,,,[]
PBoM-239_fog-1,,PBoM,239_fog,tʦu-,tʦu-,t ts u +,,Seifart2015,241,,^ t ʦ u - $,PBoM,*tʦu-,309,"*(o)tʦo-(ɯ), (áimóo-ppaiko) {59,247,248}",,[]
Bora-239_fog-1,,Bora,239_fog,ohʦʰó,ohʦʰó,o h tsʰ !ó/o,,Seifart2015,241,,^ o h ʦʰ ó $,Bora,*tʦu-,309,,,['smoke']
Muinane-239_fog-1,,Muinane,239_fog,súɨ,súɨ,s !ú/u ɨ,,Seifart2015,241,,^ s ú ɨ $,Muinane,*tʦu-,309,,,[]
PBoM-240_flow-1,,PBoM,240_flow,niiβa,niiβa,n i i β a,,Seifart2015,242,,^ n i i β a $,PBoM,*niiβa,310,"(gaápe), (niiβa), (koo)",,[]
Bora-240_flow-1,,Bora,240_flow,niiβa,niiβa,n i i β a,,Seifart2015,242,,^ n i i β a $,Bora,*niiβa,310,,,[]
Muinane-240_flow-1,,Muinane,240_flow,niiβa-ʔi,niiβa-ʔi,n i i β a + ʔ i,,Seifart2015,242,,^ n i i β a - ʔ i $,Muinane,*niiβa,310,,,[]
PBoM-241_sea-1,,PBoM,241_sea,muuai,muuai,m u u a i,,Seifart2015,243,,^ m u u a i $,PBoM,*muuai,311,"*moóai, (ɨ́ɨ́βámɯ́ dokó-ppáiko)",,[]
Bora-241_sea-1,,Bora,241_sea,moóa,moóa,m o !ó/o a,,Seifart2015,243,,^ m o ó a $,Bora,*muuai,311,,,[]
Muinane-241_sea-1,,Muinane,241_sea,múúai,múúai,m !ú/u !ú/u a i,"Note =49,379",Seifart2015,243,,^ m ú ú a i $,Muinane,*muuai,311,,,[]
